feature,importance
Fp1_T8_delta_connectivity,0.0001755983555944783
O1_Cz_alpha_connectivity,0.00017536128854598622
P4_T7_delta_connectivity,0.00017532130847327704
Fp2_P7_alpha_connectivity,0.000175161575762516
C4_T7_delta_connectivity,0.0001748688095208064
C4_Cz_theta_connectivity,0.00017477197912140407
Fp2_C4_alpha_connectivity,0.00017459465116464123
F3_T7_theta_connectivity,0.00017108901827925452
P4_O1_delta_connectivity,0.00016966629385177433
C3_P3_delta_connectivity,0.00016847235021487196
F8_P8_beta_connectivity,0.00016515364505814668
Fp2_P7_theta_connectivity,0.00016511476740854774
O2_F8_delta_connectivity,0.00015669209555531678
Fp2_F3_delta_connectivity,0.0001540573929331232
C3_P7_delta_connectivity,0.00014883223866359954
P7_Cz_theta_connectivity,0.0001482770079288482
Fp1_Fp2_alpha_connectivity,0.00014797311247213542
Fp2_T7_beta_connectivity,0.00014718150385245777
O2_Fz_delta_connectivity,0.0001466156442996745
T7_Cz_alpha_connectivity,0.0001461052025820246
Fp2_O2_beta_connectivity,0.00014394192257172984
P7_Fz_theta_connectivity,0.00014371355834770467
C4_O2_theta_connectivity,0.00014316101140000891
F4_P3_delta_connectivity,0.00014249513415110716
O2_Cz_theta_connectivity,0.00014203041967446412
C3_T8_alpha_connectivity,0.00014176203287947418
P4_P7_beta_connectivity,0.00014143724745810434
Fp1_F4_theta_connectivity,0.00014086302301846137
P7_Pz_theta_connectivity,0.00014001411773119395
P7_P8_theta_connectivity,0.0001363531225216467
P4_T8_delta_connectivity,0.0001354073221509453
F7_P8_alpha_connectivity,0.00013306939979653915
